country,isocode,year,rgdpo,pop,emp,hc,cn,ctfp,output_per_worker,capital_per_worker,log_output_per_worker,log_capital_per_worker
India,IND,2012,6620450.5,1265.780247,469.8310852050781,2.0099265575408936,24331510.0,0.4380268454551697,14091.129149341445,51787.78238859921,9.553300740031107,10.854909539203987
India,IND,2013,6707768.5,1280.842125,483.8543395996094,2.032205820083618,25655264.0,0.4217481017112732,13863.19797307325,53022.7010493071,9.536992980116871,10.87847542251575
India,IND,2014,6992451.5,1295.600772,483.0845947265625,2.054732084274292,26698186.0,0.4254571497440338,14474.590115956596,55266.06787184306,9.580149985353335,10.919914398309537
India,IND,2015,7381976.0,1310.152403,482.7004699707031,2.077507972717285,27473748.0,0.43416547775268555,15293.078128654068,56916.76248350759,9.635155595120404,10.949345172221916
India,IND,2016,7796715.0,1324.517249,482.989013671875,2.100536346435547,28649930.0,0.4405019283294678,16142.634261442647,59317.97450669077,9.689219141730563,10.990667650468145
India,IND,2017,8284343.0,1338.6767849999999,487.19097900390625,2.1238200664520264,30257410.0,0.4451795816421509,17004.302946942655,62105.850280444945,9.741221705536315,11.036595470898902
India,IND,2018,8899718.0,1352.64228,491.07720947265625,2.1473617553710938,32223104.0,0.4515715539455414,18122.848766606316,65617.18478974582,9.804928783939848,11.091592903884118
India,IND,2019,9170555.0,1366.4177539999998,497.61572265625,2.1711645126342773,34101256.0,0.44310885667800903,18428.98964495735,68529.29770379652,9.821680227943407,11.135016636516218
South Africa,ZAF,1990,350027.3125,36.800509,11.598756790161133,1.907844066619873,861322.9375,0.770919680595398,30178.00259394329,74259.93605026994,10.314868547028372,11.215326866570855
South Africa,ZAF,1991,348701.4375,37.71895,12.058774948120117,1.9249558448791504,867267.1875,0.7544003129005432,28916.82107015027,71920.00773139905,10.272178748728479,11.183309776645483
South Africa,ZAF,1992,341718.34375,38.672607,12.246694564819336,1.9422211647033691,872100.875,0.7298739552497864,27902.90408088095,71211.12316340889,10.236486051313046,11.173404309403518
South Africa,ZAF,1993,349125.625,39.63375,12.437640190124512,1.9596413373947144,877258.3125,0.7299760580062866,28070.08561617708,70532.53664602255,10.242459719446648,11.163829395045664
South Africa,ZAF,1994,362225.84375,40.564059,12.631525993347168,1.9772177934646606,886926.375,0.7361553907394409,28676.332846940175,70215.29904360966,10.263827422066099,11.159321501363655
South Africa,ZAF,1995,381686.625,41.435758,12.828445434570312,1.994951844215393,899387.1875,0.7606291174888611,29753.147171786255,70108.82121978054,10.300690192665629,11.157803902763142
South Africa,ZAF,1996,400661.6875,42.241011,13.028578758239746,2.0128448009490967,915847.0625,0.7684820890426636,30752.52450284395,70295.23937296576,10.333727367518298,11.160459356771256
South Africa,ZAF,1997,411783.46875,42.987460999999996,13.231837272644043,2.0308985710144043,934555.875,0.7637145519256592,31120.65696283428,70629.33557474539,10.345627088700423,11.165200855233497
South Africa,ZAF,1998,415680.28125,43.68226,13.438220977783203,2.0491139888763428,957379.5,0.7310971617698669,30932.68684427985,71243.0240269744,10.339568730457177,11.173852184944215
South Africa,ZAF,1999,420529.1875,44.338543,13.645474433898926,2.067492961883545,970903.4375,0.7151700854301453,30818.21665762647,71152.04694444497,10.335861244047033,11.172574372527146
South Africa,ZAF,2000,442290.15625,44.967707999999995,13.834761619567871,2.0860366821289062,983929.0625,0.7360233664512634,31969.48154310265,71120.0589902707,10.372537024940929,11.172124699634443
South Africa,ZAF,2001,458216.21875,45.571273999999995,13.373290061950684,2.1245133876800537,1002928.0625,0.7665091753005981,34263.53699256881,74994.86348191185,10.4418370062623,11.22517490326527
South Africa,ZAF,2002,482551.03125,46.150912999999996,14.032674789428711,2.1636998653411865,1025163.5625,0.7665368914604187,34387.672948390566,73055.4636149831,10.44545343461722,11.198974207194913
South Africa,ZAF,2003,492140.0,46.719196,13.72883129119873,2.2036092281341553,1052337.25,0.7718210816383362,35847.18826834887,76651.62661548851,10.487020412501419,11.247026105411889
South Africa,ZAF,2004,519509.0625,47.29161,13.850427627563477,2.2442543506622314,1088233.5,0.7764369249343872,37508.521503418044,78570.38997368766,10.532323426234532,11.271750189549273
South Africa,ZAF,2005,559336.25,47.880601,13.727082252502441,2.285649299621582,1131803.625,0.798492431640625,40746.91472749304,82450.41474809205,10.615135403593936,11.31995235827336
South Africa,ZAF,2006,601875.875,48.489459,15.64882755279541,2.327808141708374,1216562.25,0.7812659740447998,38461.40376775285,77741.43116445045,10.557410517898234,11.26114361386437
South Africa,ZAF,2007,638142.75,49.119758999999995,15.848689079284668,2.370744228363037,1377188.75,0.7707391977310181,40264.70245000242,86896.06712015576,10.603230494409777,11.372468052693723
South Africa,ZAF,2008,652274.875,49.779471,16.367197036743164,2.4144723415374756,1625429.875,0.7217962145805359,39852.57057367187,99310.21612014742,10.592942188378121,11.50600372611241
South Africa,ZAF,2009,634073.1875,50.477011,16.039417266845703,2.4590070247650146,1938481.875,0.6617031693458557,39532.18355448996,120857.37547379239,10.584870392672839,11.702366414255245
South Africa,ZAF,2010,660532.4375,51.216964,15.727519035339355,2.5043632984161377,2272312.0,0.6346882581710815,41998.51457917804,144480.00316478204,10.645389529477645,11.88089639055545
South Africa,ZAF,2011,696920.0625,52.003755,16.44773292541504,2.5577144622802734,2492344.0,0.6219992637634277,42371.80076186178,151531.15698692005,10.654238343587465,11.928546539466465
South Africa,ZAF,2012,698631.9375,52.832657999999995,16.5179500579834,2.5960116386413574,2509286.25,0.6211228966712952,42295.31721839416,151912.69141700913,10.652431654849348,11.931061236226046
South Africa,ZAF,2013,703617.6875,53.687121,16.875900268554688,2.6351492404937744,2570641.0,0.611170768737793,41693.63863870833,152326.1549957097,10.638103845519366,11.933779257531471
South Africa,ZAF,2014,710668.3125,54.544185999999996,16.99268341064453,2.675950527191162,2631893.0,0.6029086112976074,41822.01806071572,154883.89540355548,10.641178227693903,11.950431053301788
South Africa,ZAF,2015,716283.25,55.386367,17.783721923828125,2.718503475189209,2660125.0,0.5851127505302429,40277.46571094679,149582.01727365862,10.603547428044484,11.915600131907285
South Africa,ZAF,2016,713601.625,56.207646,17.984968185424805,2.762902021408081,2683380.25,0.5722060203552246,39677.66957621364,149201.2786641812,10.588543829235945,11.913051536850338
South Africa,ZAF,2017,726021.0,57.009755999999996,18.30284309387207,2.8092458248138428,2708887.0,0.5750173926353455,39667.11599265566,148003.61813225376,10.588277810907341,11.904991999286985
South Africa,ZAF,2018,732308.1875,57.792517999999994,18.686357498168945,2.8576412200927734,2762087.0,0.55931156873703,39189.456135138054,147813.02349966567,10.576163013453545,11.903703399308904
South Africa,ZAF,2019,734094.375,58.55827,18.642709732055664,2.9082024097442627,2816883.25,0.5476300120353699,39377.021127875174,151098.38057267186,10.580937705042333,11.925686430616844
